"subject" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccmeanfreqx" "fbodyaccmeanfreqy" "fbodyaccmeanfreqz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodyaccjerkmeanfreqx" "fbodyaccjerkmeanfreqy" "fbodyaccjerkmeanfreqz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodygyromeanfreqx" "fbodygyromeanfreqy" "fbodygyromeanfreqz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodyaccmagmeanfreq" "fbodybodyaccjerkmagmean" "fbodyaccjerkmagstd" "fbodyaccjerkmagmeanfreq" "fbodygyromagmean" "fbodygyromagstd" "fbodygyromagmeanfreq" "fbodygyrojerkmagmean" "fbodygyrojerkmagstd" "fbodygyrojerkmagmeanfreq" "angletbodyaccmeangravity" "angletbodyaccjerkmeangravitymean" "angletbodygyromeangravitymean" "angletbodygyrojerkmeangravitymean" "anglexgravitymean" "angleygravitymean" "anglezgravitymean"
"35" 5 "SITTING" 0.236663926744681 -0.0253596320723404 -0.110716665148936 -0.659387245468085 -0.585049354382979 -0.662514669638298 0.737613235319149 -0.0266430293617021 0.0921379515441915 -0.961133551276596 -0.959392577446809 -0.949987922553192 0.0710527937212766 0.0368407975163191 0.00777653497595745 -0.704285931829787 -0.672598037282979 -0.799206623680851 0.0168428348723404 -0.113429538404255 0.0478747434893617 -0.772422127659574 -0.713905235857447 -0.680977882361702 -0.0907043995957447 -0.0567523951468085 -0.0685167467659575 -0.801642565744681 -0.82103807 -0.779826676212766 -0.612464584489362 -0.650360235595745 -0.612464584489362 -0.650360235595745 -0.711971673212766 -0.687352896723404 -0.649896762112766 -0.711975583234043 -0.807996125106383 -0.818724294042553 -0.679006162234043 -0.612046506723404 -0.709029237170213 -0.652790922021277 -0.598057359857447 -0.665837053468085 -0.165815730634043 0.0331205975657447 0.0360465803170213 -0.709934050595745 -0.686755044851064 -0.777043910808511 -0.725646871851064 -0.680105837744681 -0.82075677787234 0.0510674700148936 -0.155764344421277 -0.0499713953234043 -0.740724415340426 -0.738651703744681 -0.686235393638298 -0.784267888297872 -0.704815966085106 -0.711224973404255 -0.0932426406808511 -0.172407282610851 -0.0459910804617021 -0.652710173914894 -0.703610972212766 0.107442590218511 -0.682489130638298 -0.696183057751064 0.233512120659574 -0.741367128680851 -0.742954451364255 -0.0531035603702128 -0.817067844680851 -0.834433817446809 0.128678022978723 0.132165040108511 0.0164528492106383 -0.00969286029787234 -0.0109135031489362 -0.562392484340426 0.0882443076382979 -0.0558543631851064
"36" 6 "SITTING" 0.264159838909091 -0.016235806076 -0.103000766490909 -0.650057115309091 -0.543867861218182 -0.661009339945455 0.607379888363636 -0.0081969014 0.0131195444909091 -0.980790386727273 -0.968914586363636 -0.964878863090909 0.106131010454545 0.0417101710703636 -0.00480207659127273 -0.670937953654545 -0.630162720436364 -0.791455775090909 -0.0396651738427273 -0.0851237027607273 0.0830003447927273 -0.754182909636364 -0.723600147247273 -0.672006224545455 -0.0864508030909091 -0.0341600631309091 -0.0583526497325455 -0.753445551709091 -0.805450476909091 -0.765946058210909 -0.596171664093455 -0.642799171154545 -0.596171664093455 -0.642799171154545 -0.679302143727273 -0.658173485290909 -0.659180401436364 -0.704579379581818 -0.7834554524 -0.795544667727273 -0.663165904494545 -0.568763443467273 -0.706652466945455 -0.6459178202 -0.560503137036364 -0.664978786825455 -0.171230890310909 0.0184379298981818 0.0735417243963636 -0.686297562565982 -0.656938295649091 -0.774910760181818 -0.684665147418182 -0.626604966472727 -0.806961530181818 -0.0285806605127273 -0.22026599184 -0.122125151618182 -0.706227837127273 -0.734653926 -0.678346332927273 -0.770587694727273 -0.721610544327273 -0.701824472981818 -0.130353727423636 -0.176960887800545 -0.0741136754981818 -0.636735226036364 -0.702438028981818 0.111665025054545 -0.651442858036364 -0.669997797181818 0.179916675641818 -0.7291324246 -0.741303026272727 -0.0566674767418182 -0.800365807127273 -0.8040057228 0.110061093627273 0.117084876507273 -0.0459649571090909 0.140960112127273 0.0147797631636364 -0.433838131636364 0.0692478498 0.00643778633090909
"37" 7 "SITTING" 0.26196074037037 -0.0142720744962963 -0.114919153444444 -0.590588378296296 -0.438417042925926 -0.575262846814815 0.720176243703704 -0.0645529025185185 0.0826354701222222 -0.969329726666667 -0.95098774962963 -0.921665651111111 0.0634009878148148 0.033045902862963 -0.00151040963962963 -0.616002039518519 -0.567937745333333 -0.748718574444444 -0.0877678431111111 -0.0478307631574074 0.113925591388685 -0.693262908703704 -0.649226958148148 -0.619554347148148 -0.0863697251481482 -0.00743967144074074 -0.0447468070911111 -0.713991682888889 -0.743023615074074 -0.711481256148148 -0.510608175222222 -0.552507731148148 -0.510608175222222 -0.552507731148148 -0.623512689074074 -0.594602719666667 -0.561626911703704 -0.626813748296296 -0.726464966259259 -0.741681722222222 -0.608686797333333 -0.481626620407407 -0.642763732033333 -0.584736411185185 -0.452971093296296 -0.575019062222222 -0.222260680518519 0.00162422567037037 0.0728698032592593 -0.636230058296296 -0.583068918481481 -0.734180134074074 -0.629286364148148 -0.581763601296296 -0.761478584444444 -0.0412165954074074 -0.148376987407407 -0.0997697821851852 -0.653950190481482 -0.664813583962963 -0.613651574444444 -0.707883205 -0.645000744814815 -0.659173150296296 -0.156846869592593 -0.109908681555556 -0.0690553297 -0.542342432925926 -0.630097769333333 0.130725547633333 -0.586455703074074 -0.607962932407407 0.238473709077778 -0.649234861925926 -0.679352262814815 0.0152110618888889 -0.74002443037037 -0.762441437518519 0.167191524185185 0.100492804166667 -0.00551307324074075 0.326833243148148 -0.0449333758148148 -0.530875151481481 0.123593867962963 -0.0560077922018519
"38" 8 "SITTING" 0.279964869242424 -0.0195941037181818 -0.114519640436364 -0.643555738818182 -0.518012739759091 -0.629796508893939 0.607333878030303 0.0682354451969697 0.151882497057924 -0.967906409090909 -0.960371060909091 -0.943625170151515 0.0479078492424242 0.00728909811530303 -0.0300218005832273 -0.659125734677273 -0.600999927045455 -0.773152634121212 -0.0243752094217273 -0.070233248819697 0.106599097106061 -0.723273039 -0.702098924593182 -0.640578281212121 -0.121957372867273 -0.0316414088151515 -0.0388668501363636 -0.721490690575758 -0.796925060757576 -0.7432814095 -0.579259854451515 -0.621377231348485 -0.579259854451515 -0.621377231348485 -0.657015236272727 -0.646146295181818 -0.620527352610606 -0.672780460621212 -0.765489118424242 -0.788438188227273 -0.645422521439394 -0.53074082639697 -0.675194904333333 -0.643748014634848 -0.542895654043939 -0.635131715136364 -0.195592439810606 0.0401515911681818 0.0867594315909091 -0.676499803318182 -0.626064920878788 -0.754798166818182 -0.672309109969697 -0.601269584212121 -0.790643493787879 -0.0406384289628788 -0.220021546692424 -0.101742084494394 -0.668127864351515 -0.719755855651515 -0.63478502134697 -0.742192332878788 -0.695665632045455 -0.677838247651515 -0.0527980362818182 -0.178905963336364 -0.0364303655439394 -0.616369311534849 -0.684150807424242 0.0640133408287879 -0.639885279251515 -0.657518030136364 0.136101420048485 -0.707381989590909 -0.707895824045455 -0.061228456530303 -0.789342627765152 -0.80325155010803 0.123480371663636 -0.0288985258348485 0.0462104800939394 -0.0574977351272727 0.0344058882590909 -0.430159438787879 0.0144988891681818 -0.0970095731166667
"39" 9 "SITTING" 0.276726920714286 -0.0190513091 -0.112672955339286 -0.844638495357143 -0.773796782958929 -0.826436121053571 0.6735262 0.00107177615535714 0.140513848971429 -0.9868406525 -0.974279079464286 -0.970707877142857 0.0763201596428571 0.0161129870964286 -0.00254024956465179 -0.845435277678571 -0.820251612642857 -0.887241342857143 -0.0535570940392857 -0.0738703582089286 0.0815370128357143 -0.872680996964286 -0.866750379107143 -0.843330127678571 -0.103898020678571 -0.0459905007464286 -0.0621266177482143 -0.871701646285714 -0.907113613214286 -0.880643311964286 -0.811570508017857 -0.825745760660714 -0.811570508017857 -0.825745760660714 -0.846246411071429 -0.832248821732143 -0.82977930625 -0.848896225892857 -0.895250840178571 -0.899064363214286 -0.844111980357143 -0.785264114125 -0.844886276633929 -0.845390152767857 -0.782077879875 -0.830123060589286 -0.0907922681553571 0.0420141185928571 0.103723601607143 -0.851936313928571 -0.829486732178571 -0.878227069821429 -0.852499169285714 -0.822804106982143 -0.895075983571429 0.097669780275 -0.0971078640196429 -0.0137179925035714 -0.844943384160714 -0.874312010178571 -0.836191518035714 -0.882367879821429 -0.863939001785714 -0.860712491607143 -0.08277198190375 -0.200847724303571 -0.0120874201714286 -0.822117967964286 -0.854847192857143 0.107874654916071 -0.830529424482143 -0.834852750071429 0.233257132982143 -0.8631186975 -0.867162225714286 -0.0543852633392857 -0.900453317857143 -0.904326514821429 0.132995535285714 0.00297521021785714 -0.0397240431785714 0.0234424516964286 -0.0714653755892857 -0.519569748928571 0.0726458569285714 -0.0887275499708929
"40" 10 "SITTING" 0.27560868 -0.0167621805208333 -0.108001553555556 -0.870903568083333 -0.79881088825 -0.8226827705 0.61622872 0.0675011940361111 0.146760359305556 -0.987940605555556 -0.984571267777778 -0.972559935277778 0.0834093927222222 -0.00267428889444445 0.00493629909444445 -0.883133134166667 -0.839538296302778 -0.892998500666667 -0.00759811436111111 -0.0817763888611111 0.0878127833694444 -0.885742186388889 -0.848143955388889 -0.866361673333333 -0.111561120444444 -0.0424938826083333 -0.0566100757605556 -0.880529950261111 -0.899747504166667 -0.903274701944444 -0.829585739444444 -0.859711474166667 -0.829585739444444 -0.859711474166667 -0.866689646416667 -0.868223107166667 -0.839266086388889 -0.841268922777778 -0.896591843333333 -0.898030171055556 -0.881394467222222 -0.81555254625 -0.853829888333333 -0.867240538722222 -0.803426858404167 -0.820844335908333 -0.120098790416667 0.0354694597527778 0.0607909144722222 -0.892523336944444 -0.852437861888889 -0.886130125719444 -0.884035232222222 -0.836376402972222 -0.898633218055556 0.110901007955556 -0.162633102678361 -0.00252999727777778 -0.863333277527778 -0.866739911166667 -0.866589505797222 -0.893839736111111 -0.840747628055556 -0.878926051666667 -0.0456629468305556 -0.279635041722222 -0.0682030986666667 -0.85739616275 -0.8827387425 0.106528942805556 -0.864717542722222 -0.874097576944444 0.245327489013889 -0.865694446666667 -0.854871957777778 -0.110350956341667 -0.899364149722222 -0.903308603183333 0.0857626552833333 0.0558519728472222 0.000872105761111108 -0.0374314667261111 -0.0435870004444444 -0.437889338888889 0.0134125358888889 -0.0945891109333333
"41" 11 "SITTING" 0.269529943061225 -0.0165977467336735 -0.114113729734694 -0.80508106044898 -0.725058180673469 -0.781722805673469 0.503659509897959 0.120158130938776 0.176025574310204 -0.979503148571429 -0.972285119387755 -0.952398947755102 0.0928194557346939 0.00734975423755102 0.0220920767197959 -0.811117661346939 -0.777602564857143 -0.860213775918367 -0.014981711155102 -0.0834085128408163 0.0917083871428571 -0.83789564122449 -0.831315783122449 -0.798888486536735 -0.0909777463877551 -0.0305792433720408 -0.0558721408979592 -0.837378115102041 -0.877002794081633 -0.848466576122449 -0.760585971310204 -0.790957097959184 -0.760585971310204 -0.790957097959184 -0.807302157714286 -0.799892649183674 -0.777807799265306 -0.819291021632653 -0.861235570612245 -0.875211664897959 -0.814091918559184 -0.744210568897959 -0.808566220081633 -0.802164841328571 -0.732466642381633 -0.785297618102041 -0.150290958067347 0.0379756128061225 0.143403965534694 -0.825285435693878 -0.795699475387755 -0.847665063489796 -0.813737202040816 -0.773547885346939 -0.871338404897959 0.0719644872530612 -0.0970422417602041 -0.00834188030612245 -0.814614595591837 -0.837474504081633 -0.79406065122449 -0.846802844081633 -0.829611060612245 -0.819514313614286 -0.106498484944898 -0.183624417795918 -0.0524416687142857 -0.786270252489796 -0.827102055306122 0.0992325575918367 -0.802014257877551 -0.79811835377551 0.242385941222449 -0.837207478979592 -0.839717294693878 -0.0703130811836735 -0.877812136530612 -0.881305618979592 0.208048397857143 0.10500344721898 -0.0655826499755102 0.0521967646612245 0.0176688323110204 -0.323699696938776 -0.0311073599387755 -0.12510442755102
"42" 12 "SITTING" 0.265151073469388 -0.0147472831489796 -0.101348940857143 -0.747929061183673 -0.644383740755102 -0.708211413204082 0.752028832040816 -0.0332127119857143 0.0774778128979592 -0.979776293877551 -0.965095422040816 -0.937459053163265 0.110648858755102 0.0054485453122449 0.0154552662887551 -0.751955670204082 -0.713423046332653 -0.839414118571429 0.00791941263673469 -0.0813101836734694 0.070501317755102 -0.794693801632653 -0.787865718877551 -0.740413483265306 -0.110564215342857 -0.0411017142714286 -0.0644884673469388 -0.801650094306122 -0.857727351020408 -0.822522145102041 -0.6852848713 -0.733295457142857 -0.6852848713 -0.733295457142857 -0.75731427 -0.735805074834694 -0.716913396204082 -0.742783946326531 -0.838837905306122 -0.842619686326531 -0.746368578632653 -0.669070120783673 -0.760951627959184 -0.74979028255102 -0.654919312795918 -0.704501693571429 -0.10844775398551 0.066867421977551 0.0667625744591837 -0.760809875408163 -0.727566425938776 -0.82634918422449 -0.765815727346939 -0.717912237816327 -0.851218782040816 0.0542426142040816 -0.122066363893878 -0.0689777394693878 -0.761035587061225 -0.804440402653061 -0.752486892816327 -0.806440075918367 -0.78159903244898 -0.761232238469388 -0.0820377633673469 -0.126049371091837 -0.0351956338714286 -0.726240992530612 -0.780691724285714 0.179595170469388 -0.72701867955102 -0.749354358612245 0.167122715918367 -0.783207476122449 -0.760811601632653 -0.0662700404420408 -0.845391889795918 -0.850529551020408 0.106656780583673 0.0887553205061224 0.00496228838163265 -0.123311884912245 0.0593915692816327 -0.565351722346939 0.0968202621836735 -0.0423154610693878
"43" 13 "SITTING" 0.2949301108 -0.015664847424 -0.1167441469 -0.74927287842 -0.71490421956 -0.73344682352 0.5976923046 0.106106032998 0.201234583274 -0.9719529684 -0.9757525566 -0.9446690148 0.10035161128 0.00621832477086 0.000297629551200001 -0.77850829692 -0.741635931324 -0.83598086366 -0.028597429108 -0.07376500254 0.077439821588 -0.8283827301 -0.79756649492 -0.77483645874 -0.10367910778 -0.018546394332 -0.026119903106 -0.83662994818 -0.857959166 -0.8193484382 -0.71520693939892 -0.73538686036 -0.71520693939892 -0.73538686036 -0.77437245798 -0.76689573038 -0.75578796752 -0.7873816747 -0.84512019936 -0.8511265916 -0.764494631918 -0.71569832182 -0.77400299358 -0.7444038971 -0.73244595614 -0.733486943204 -0.15650770615 0.083819553174 0.0825701948022 -0.79303241002 -0.75515859682 -0.828471219222 -0.7839359828798 -0.7455749321 -0.8435208296 0.05257832032 -0.0993955278124 -0.055476063036 -0.79891402374 -0.80748939134 -0.76139881932 -0.83871695386 -0.794608777324 -0.8009756526 -0.07882177532 -0.13535164483 -0.026786935934 -0.7387165296 -0.77516706184 0.1391908978986 -0.7679051062 -0.76724843508 0.2148003863 -0.80604316798 -0.812328742104 -0.038799640192 -0.85420128704 -0.858244567 0.1325830653 -0.049138925098 -0.07428235418 -0.03435402904 -0.04152588144 -0.4276357252 -0.0154611551182 -0.13601934855
"44" 14 "SITTING" 0.265885598846154 -0.0172309046945 -0.101048672692308 -0.521018780865385 -0.432250681703846 -0.554501073384615 0.811581881153846 -0.108125432655769 -0.00286240466115385 -0.972235207115385 -0.9593990975 -0.951093929615385 0.124340625263462 -0.047073054385 -0.0252167947634615 -0.566191001634615 -0.519456239723077 -0.726107505384615 -0.0254158908288462 -0.0929016251346154 0.0898074454673077 -0.67778763175 -0.635988889004808 -0.600872452169231 -0.0753798305576923 -0.0501891014423077 -0.0361206518076923 -0.673528234557692 -0.767156023076923 -0.700590850336538 -0.466088750730769 -0.520410011865385 -0.466088750730769 -0.520410011865385 -0.579798544434615 -0.549920185461538 -0.545126822230769 -0.607856505019231 -0.732389777307692 -0.741396242057692 -0.539683972701538 -0.451004618634615 -0.611115106769231 -0.516522946615385 -0.460249255996154 -0.561425610923077 -0.247437718075 0.0570117762692308 0.0515486394076923 -0.589375849153846 -0.539225204826923 -0.704420723384615 -0.581836334538462 -0.531589272673077 -0.746917693846154 -0.0820683194230769 -0.20517925175 -0.176185241703846 -0.610212690478846 -0.671111703384615 -0.579033604944231 -0.700553780134615 -0.622420626711538 -0.646269401346154 -0.114093942446346 -0.139299020082692 -0.0584410994938462 -0.507967904115385 -0.603632798038462 0.0969100581346154 -0.541945784653846 -0.564485864326923 0.147758368734615 -0.645715213846154 -0.652844756288462 -0.0261654384346154 -0.747308431923077 -0.752725959173077 0.131136028898077 0.0748592642890385 -0.0911589431211538 -0.0827332261480769 -0.0533690919038462 -0.642471241923077 0.142780938711538 0.0234349216538462
"45" 15 "SITTING" 0.280160546727273 -0.0209590053454545 -0.105374648390909 -0.579155624672727 -0.510680373343182 -0.599645539204545 0.806394598613636 -0.0743706946363636 0.0477983207022727 -0.971669043863636 -0.954613069090909 -0.946441651818182 0.0646386899545455 0.0545832964409091 -0.00338144650318182 -0.634576518345455 -0.626360273477273 -0.770091615909091 -0.0176543095545455 -0.0780347885568182 0.0699544680909091 -0.767934545 -0.648482169340909 -0.617951358159091 -0.0757694735295455 -0.0750856589545455 -0.0525993823590909 -0.765968147272727 -0.782933249727273 -0.753977836136364 -0.530713010320455 -0.569662009795455 -0.530713010320455 -0.569662009795455 -0.653910749022727 -0.633274955313636 -0.596715046087045 -0.675757905704545 -0.771273675 -0.786687562090909 -0.597871822247727 -0.534912307159091 -0.655322693311364 -0.572392895840909 -0.5310689723 -0.603429978386364 -0.186346868056818 0.0690537772272727 0.0545020768772727 -0.648090233272727 -0.635587325409091 -0.744072054318182 -0.653173837361364 -0.642874216204545 -0.795387298409091 -0.00483385206818182 -0.15958791125 -0.0733059972318182 -0.709639710704545 -0.678805949461364 -0.632010771818182 -0.788058583863636 -0.636816879409091 -0.6516333791 -0.0448106276136364 -0.149163805522727 -0.0142225767259091 -0.566333785386364 -0.638803593886364 0.130249023054545 -0.6135361885 -0.663450522 0.239934615 -0.701200115227273 -0.716456092727273 0.00632618553636364 -0.781677426931818 -0.809922226590909 0.218008014270682 -0.0285297969636364 -0.0507661438772727 -0.00887589077272727 -0.00661990218181818 -0.633026875 0.127280463818182 -0.0170015409588636
"46" 16 "SITTING" 0.270034041168831 -0.014754834538961 -0.107186965428571 -0.444290433198701 -0.331288653206493 -0.464136258168831 0.754586561298701 -0.0989093105519481 0.0224361266571429 -0.959278323376623 -0.947273720987013 -0.927852894545454 0.0572183016642857 -0.00427113929480519 -0.0239838884851948 -0.509649666783117 -0.466813162744805 -0.670493980181818 -0.0231197474038961 -0.100020788772727 0.0789642223663636 -0.608223597701299 -0.571785420233766 -0.548231995053247 -0.0885053142324675 -0.0729042749636364 -0.0795238595168831 -0.627194044636364 -0.707929378961039 -0.650221171896104 -0.375723407575325 -0.426871776142857 -0.375723407575325 -0.426871776142857 -0.523827034623377 -0.484799079818182 -0.465076864922078 -0.539360965376623 -0.67961269425974 -0.693207458285714 -0.471591165288312 -0.363665452069091 -0.537224707263636 -0.435304784687013 -0.358137753353247 -0.472048924049351 -0.313211086249351 -0.00551115756103896 0.0214871695753247 -0.532781513722078 -0.493841751690909 -0.643309258132468 -0.529626652749351 -0.474306964744156 -0.696685023116883 -0.171887429909091 -0.27762549747026 -0.202332099380519 -0.542692826971429 -0.60345040387013 -0.522446085957403 -0.631685387987922 -0.561947863415584 -0.601208199805195 -0.133276226154545 -0.155083073619481 -0.0495609734116883 -0.416408621905844 -0.524548314009091 0.0570053655414286 -0.481845422667792 -0.494803779562338 0.142001141494156 -0.586010512342857 -0.591017813342857 -0.0346239704987013 -0.69976353961039 -0.708245121779221 0.0982049119402597 0.0797086286025974 0.0267897818311688 -0.0201328865844156 -0.0429140775662338 -0.561598591194805 0.140565173974026 0.000403589737662338
"47" 17 "SITTING" 0.287673500324074 -0.0148951995240741 -0.108968626222222 -0.494778515944444 -0.395454085937593 -0.525929022777778 0.729816669444444 -0.0561979259555556 0.0667104124131482 -0.964171623333333 -0.947435209259259 -0.941345387037037 0.0593584656481481 -0.0381078532816667 -0.00455638884611111 -0.546449332833333 -0.488578947025926 -0.694900095518519 -0.0621932616611111 -0.0760347676203704 0.108526964855556 -0.672485903888889 -0.616047008796296 -0.57374612537037 -0.08375297435 -0.0634862276925926 -0.0627737542777778 -0.67316925637037 -0.714544920222222 -0.655956751257407 -0.434171691144444 -0.477789170703704 -0.434171691144444 -0.477789170703704 -0.553047335161111 -0.519206203425926 -0.523132779777778 -0.608807411018519 -0.691053323703704 -0.71214627487037 -0.523452645759259 -0.421004696196296 -0.586403776851852 -0.486307493759259 -0.421932177277778 -0.532713530611111 -0.286288448648148 -0.0533206137796296 0.0176701558259259 -0.576483181555556 -0.526760437092593 -0.675418944833333 -0.556751194944444 -0.481991715838889 -0.713056852666667 -0.153045746262963 -0.278245952074074 -0.19841861774 -0.615855954703704 -0.637522777166667 -0.554777482648148 -0.692796718888889 -0.608975407981482 -0.620879831055556 -0.131753430102222 -0.152827668062407 -0.0611940203225926 -0.483932008285185 -0.559073780888889 0.00204228854907408 -0.519953404925926 -0.523417396925926 0.1187396268 -0.634286646814815 -0.66301160247963 0.00796767962962963 -0.720372659592593 -0.722894345592593 0.10770093152037 -0.0767804782962963 -0.0108759358740741 0.0347127911481482 0.00746093864444444 -0.552749491296296 0.111135140103704 -0.03992353141
"48" 18 "SITTING" 0.279077249322034 -0.0203446428291525 -0.111762305389831 -0.544830901925424 -0.465508139052542 -0.565251797830508 0.62549465820339 0.0722294452915254 0.0996070783338983 -0.95716789440678 -0.966434176779661 -0.937587737118644 0.0791278767457627 0.00438726100033898 0.0338359028259322 -0.587283591898305 -0.560916883961017 -0.742461776983051 -0.0425989457627119 -0.0806177750084746 0.105635729348983 -0.659953823508475 -0.670936851457627 -0.646641286101695 -0.0866163538213559 -0.0402692813450847 -0.0732992149338983 -0.696381064825424 -0.78600346020339 -0.717111685599492 -0.494064459220339 -0.541405686271186 -0.494064459220339 -0.541405686271186 -0.605556799152542 -0.58093865259322 -0.561990448267797 -0.61809783659322 -0.748746919847458 -0.771904929491525 -0.563615294525424 -0.48722687379661 -0.632844060237288 -0.538721768847458 -0.489262835323729 -0.566062560423729 -0.241897222813559 0.0783915477718644 0.00619362456779661 -0.601152432391525 -0.585165016030509 -0.720566741881356 -0.609990311440678 -0.564218520966102 -0.763473864966102 -0.0747723715779661 -0.236596961959322 -0.158841350066102 -0.617794450513559 -0.703841766254237 -0.629587129898305 -0.675906646576271 -0.658812653728814 -0.686674596610169 -0.107505323385593 -0.160949611005424 -0.0350043877237288 -0.529996356167797 -0.621057996237288 0.116291539710169 -0.569948935 -0.599688964728814 0.200119889549153 -0.668988629128814 -0.653156461559322 -0.0391935828254237 -0.771985155762712 -0.789808139152542 0.149835974130508 0.0886355574016949 0.017298168640678 0.062986033440678 -0.00745151211864407 -0.455006714745763 0.0048792373220339 -0.0560893000152542
"49" 19 "SITTING" 0.261347274014493 -0.0211759754768116 -0.10630361646087 -0.70025405035942 -0.581758688745072 -0.642990311956522 0.462739282753623 0.108113847594203 0.139566134067391 -0.961335328782609 -0.955420796376812 -0.910466793869565 0.115520927786957 0.0160329280821739 0.00267397961797102 -0.713338916304348 -0.661289252144638 -0.777874656884058 0.00192871875652174 -0.102626595817826 0.0804602960869565 -0.753990661086957 -0.735791455908696 -0.696275627826087 -0.072447733173913 -0.0498894972362319 -0.079459760114058 -0.77316892673913 -0.819959293333333 -0.770065641623188 -0.625815693521739 -0.659191663001739 -0.625815693521739 -0.659191663001739 -0.704655705231884 -0.685460431072464 -0.663293444047826 -0.697594114231884 -0.797258523188406 -0.812071100144928 -0.699218183289855 -0.605561824385507 -0.687646015275362 -0.701366497728986 -0.5973066788 -0.649090887451884 -0.187628399085507 0.0424746636269565 0.119420526273913 -0.722086373652174 -0.678401316463768 -0.757423665623188 -0.73075337363913 -0.666430843247826 -0.797184920057971 -0.00608219298550725 -0.197726903653623 -0.0440919958463768 -0.715593585565217 -0.75317609857971 -0.689536309117391 -0.768196649884058 -0.729877096130435 -0.727790320855072 -0.131594086936232 -0.156349161463623 -5.25088724637707e-05 -0.644896834621739 -0.722645366724638 0.109100118323188 -0.678495807333333 -0.697527359550725 0.188081067398551 -0.736898011072464 -0.726471907347826 -0.056513059542029 -0.812132931333333 -0.826305995217391 0.149394414946377 0.0497806984555072 -0.0610163658101449 0.00806482922753624 -0.00649883730434783 -0.298331434637681 -0.0273040213333333 -0.0890845730478261
"50" 20 "SITTING" 0.27460944390625 -0.0172661651203125 -0.106563232771875 -0.8502202878125 -0.78450334346875 -0.8082320194375 0.5254801808125 0.1960344369 0.220223380875 -0.98717850609375 -0.97706878359375 -0.96891739640625 0.067249896890625 0.02606988333125 -0.0158363922009375 -0.86715745984375 -0.838596837609375 -0.8931389884375 -0.01875035176875 -0.08384136939375 0.091028934803125 -0.88129722421875 -0.85574624725 -0.842997944796875 -0.0942133498375 -0.046176720584375 -0.0557245867189063 -0.88732975765625 -0.90799756078125 -0.902608616875 -0.8106977835625 -0.833245260125 -0.8106977835625 -0.833245260125 -0.86142399015625 -0.8525485721875 -0.830109215 -0.8442672575 -0.90367278171875 -0.903970006734375 -0.85287412534375 -0.802474727598594 -0.84125760790625 -0.849691982173438 -0.7889599295625 -0.805685438479844 -0.130170255157812 0.0733826924421875 0.116066290734375 -0.86969681671875 -0.84712204359375 -0.883680005453125 -0.87689724453125 -0.84068511659375 -0.90114808171875 0.0877758123125 -0.095515865871875 -0.017919661884375 -0.8657532896875 -0.86810904046875 -0.849096662484375 -0.88725728890625 -0.85100397875 -0.85580161209375 -0.0427804193109375 -0.15988800828125 0.024716539896875 -0.836713067723437 -0.85710327078125 0.1817832085625 -0.84925735703125 -0.8571368199375 0.242527547296875 -0.86748944734375 -0.856650008125 -0.0292531984076563 -0.905616206796875 -0.90876860203125 0.1803805834125 -0.0330373202234375 -0.00504385020625 -0.0684071049703125 0.048165419734375 -0.35011699840625 -0.0768334962125 -0.153427012398438
